start_station_id,start_station_name,start_lat,start_lng
4101.17,President St & 4 Ave,40.676757000000016,-73.98326200000005
4105.01,Pacific St & Ralph Ave,40.67607,-73.92171000000005
4107.05,Franklin Ave & St Marks Ave,40.6758324,-73.9561677
4107.13,Dean St & Franklin Ave,40.67759206937376,-73.955637216568
4110.1,3 St & Hoyt St,40.67772870000001,-73.99364123
4110.10,3 St & Hoyt St,40.67772870000002,-73.99364123000001
4113.01,Pacific St & Rochester Ave,40.67638999999999,-73.92748000000002
4116.08,Prospect Pl & Underhill Ave,40.67696940000002,-73.96579000000004
4116.09,Washington Ave & Park Pl,40.67583199999999,-73.963308
4119.04,Clinton St & 4 Place,40.67835629999999,-74.00014502000002
4120.02,Fulton St & Williams Ave,40.677089999999986,-73.90080000000002
4122.03,Pacific St & Troy Ave,40.67686000000001,-73.93606999999999
4125.07,7 Ave & Park Pl,40.677614699999985,-73.97324283
4125.13,Park Pl & Carlton Ave,40.67735799999999,-73.97210999999999
4128.08,Pioneer St & Richards St,40.67777479999999,-74.00946129999998
4129.1,Herkimer St & Eastern Pkwy,40.67738,-73.90828999999998
4129.10,Herkimer St & Eastern Pkwy,40.677380000000014,-73.90829
4131.03,Brooklyn Ave & Dean St,40.676689999999994,-73.94436999999998
4134.06,Berkeley Pl & 6 Ave,40.676530399999926,-73.97846879
4137.1,Coffey St & Conover St,40.67723600000001,-74.015665
4137.10,Coffey St & Conover St,40.677236000000015,-74.015665
4137.14,Coffey St & Ferris St,40.678183879776476,-74.0170168876648
4138.04,Thomas S. Boyland St & Fulton St,40.678540000000005,-73.91367000000002
4140.03,Pacific St & Nostrand Ave,40.6776,-73.94963
4143.04,3 Ave & Carroll St,40.677027,-73.9865
4146.02,Columbus Pl & Atlantic Ave,40.67716999999999,-73.92285000000001
4148.07,Pacific St & Classon Ave,40.67919439999998,-73.95879029999999
4151.01,Smith St & 3 St,40.67872420000004,-73.99599099000002
4154.02,Pacific St & Utica Ave,40.67670000000002,-73.93050999999997
4157.1,Bergen St & Vanderbilt Ave,40.67943879999999,-73.9680438
4157.10,Bergen St & Vanderbilt Ave,40.67943879999999,-73.9680438
4157.15,Prospect Pl & Vanderbilt Ave,40.67767533999999,-73.96902143999999
4161.01,Van Sinderen Ave & Truxton St,40.678599999999996,-73.90369000000001
4166.08,Prospect Pl & 6 Ave,40.679330699999994,-73.97519523000001
4169.04,Pioneer St & Van Brunt St,40.679043,-74.01116900000004
