GEOID,tract_name,median_household_income,total_households,households_no_vehicle,poverty_rate,no_vehicle_share
1400000US36081048500,,77614,1685,685,14.0,0.4065281899109792
1400000US36081048900,,61552,582,357,16.9,0.6134020618556701
1400000US36081049201,,60797,1316,500,16.5,0.3799392097264438
1400000US36081049202,,107063,577,67,19.8,0.11611785095320624
1400000US36081049301,,86429,772,133,19.0,0.172279792746114
1400000US36081049302,,59940,1018,284,22.7,0.27897838899803534
1400000US36081049500,,92800,526,129,15.5,0.24524714828897337
1400000US36081049600,,91991,867,136,7.8,0.1568627450980392
1400000US36081049700,,86031,903,186,8.3,0.2059800664451827
1400000US36081049900,,85045,1459,476,11.8,0.32625085675119947
1400000US36081050000,,68850,1555,678,10.7,0.4360128617363344
1400000US36081050201,,90972,439,70,7.1,0.15945330296127563
1400000US36081050202,,85147,448,83,18.5,0.18526785714285715
1400000US36081050400,,131168,545,114,8.3,0.20917431192660552
1400000US36081050500,,113438,612,102,3.3,0.16666666666666666
1400000US36081050600,,93000,446,67,13.0,0.15022421524663676
1400000US36081050700,,84476,1293,262,11.5,0.2026295436968291
1400000US36081050800,,77040,667,144,10.6,0.2158920539730135
1400000US36081051000,,85179,427,167,23.1,0.3911007025761124
1400000US36081051100,,92647,840,180,10.9,0.21428571428571427
1400000US36081051200,,122778,742,181,12.6,0.24393530997304583
1400000US36081051300,,83618,811,162,14.6,0.1997533908754624
1400000US36081051500,,102833,1192,214,4.7,0.17953020134228187
1400000US36081051600,,107500,606,148,9.3,0.24422442244224424
1400000US36081051700,,113125,819,284,10.0,0.34676434676434675
1400000US36081051800,,124423,612,104,6.4,0.16993464052287582
1400000US36081052000,,105163,511,72,4.6,0.14090019569471623
1400000US36081052100,,84009,669,208,17.3,0.3109118086696562
1400000US36081052200,,86818,550,100,17.2,0.18181818181818182
1400000US36081052400,,112838,554,113,10.3,0.20397111913357402
1400000US36081052500,,77037,826,105,7.0,0.1271186440677966
1400000US36081052600,,96695,754,209,10.9,0.27718832891246686
1400000US36081052800,,79542,537,109,11.3,0.20297951582867785
1400000US36081053000,,102381,658,70,8.8,0.10638297872340426
1400000US36081053100,,73938,1385,220,10.1,0.1588447653429603
1400000US36081053200,,97419,620,131,11.4,0.21129032258064517
1400000US36081053401,,103594,599,134,3.8,0.22370617696160267
1400000US36081053501,,73042,513,256,21.7,0.49902534113060426
1400000US36081053502,,,0,0,,
1400000US36081053601,,,714,276,16.7,0.3865546218487395
1400000US36081053800,,121034,424,95,5.2,0.2240566037735849
1400000US36081053901,,91027,1625,778,11.9,0.4787692307692308
1400000US36081053902,,,8,0,0.0,0.0
1400000US36081054000,,102174,1444,319,12.4,0.22091412742382271
1400000US36081054200,,94125,1588,391,7.9,0.24622166246851385
1400000US36081054500,,66076,1398,737,9.2,0.5271816881258942
1400000US36081054700,,119732,1474,744,8.4,0.5047489823609227
1400000US36081054800,,84601,686,115,10.6,0.16763848396501457
1400000US36081054900,,104821,1555,865,10.0,0.5562700964630225
1400000US36081055100,,80268,1605,1169,17.0,0.7283489096573209
1400000US36081055200,,71213,983,332,9.6,0.3377416073245168
1400000US36081055300,,90114,1013,627,10.0,0.6189536031589339
1400000US36081055400,,89375,787,81,15.9,0.10292249047013977
1400000US36081055500,,86667,788,485,11.5,0.6154822335025381
1400000US36081055600,,135052,669,72,3.0,0.10762331838565023
1400000US36081055700,,101636,1355,751,9.5,0.5542435424354244
1400000US36081055800,,78672,677,94,6.2,0.13884785819793205
1400000US36081055900,,70481,388,251,16.1,0.6469072164948454
1400000US36081056000,,139615,450,44,6.8,0.09777777777777778
1400000US36081056100,,,4,0,0.0,0.0
1400000US36081056200,,102125,511,54,0.4,0.10567514677103718
1400000US36081056400,,95000,514,113,13.3,0.2198443579766537
1400000US36081056500,,129647,608,169,3.1,0.2779605263157895
1400000US36081056600,,71974,464,186,24.4,0.40086206896551724
1400000US36081056700,,111477,1640,205,4.4,0.125
1400000US36081056800,,101321,1573,414,9.6,0.26319135410044503
1400000US36081057700,,75750,1437,564,13.2,0.3924843423799583
1400000US36081057900,,76023,665,315,9.4,0.47368421052631576
1400000US36081058000,,139342,1062,45,3.6,0.0423728813559322
1400000US36081058100,,78950,1219,450,8.1,0.36915504511895
1400000US36081058200,,123583,1478,163,5.6,0.11028416779431664
1400000US36081058300,,109327,1397,575,11.8,0.41159627773801
1400000US36081058500,,101157,1623,827,6.0,0.5095502156500308
1400000US36081058700,,100385,1410,593,9.8,0.4205673758865248
1400000US36081058900,,60224,1905,1300,28.3,0.6824146981627297
1400000US36081059000,,93750,391,32,8.8,0.08184143222506395
1400000US36081059100,,53832,2133,1373,26.1,0.6436943272386311
1400000US36081059200,,77857,444,80,22.3,0.18018018018018017
1400000US36081059300,,90975,1646,587,20.1,0.35662211421628187
1400000US36081059400,,134297,533,38,1.0,0.07129455909943715
1400000US36081059501,,80515,760,265,11.7,0.34868421052631576
1400000US36081059502,,75833,908,324,22.7,0.3568281938325991
1400000US36081059600,,92162,568,54,14.3,0.09507042253521127
1400000US36081059800,,96250,553,89,5.5,0.1609403254972875
1400000US36081059900,,120979,451,55,9.5,0.12195121951219512
1400000US36081060000,,129519,451,70,6.4,0.15521064301552107
1400000US36081060100,,75811,845,263,4.7,0.31124260355029587
1400000US36081060300,,95909,762,247,9.1,0.3241469816272966
1400000US36081060600,,131250,501,43,5.0,0.08582834331337326
1400000US36081060701,,,0,0,,
1400000US36081060800,,115000,506,87,7.4,0.17193675889328064
1400000US36081061000,,97788,415,25,8.9,0.060240963855421686
1400000US36081061200,,133214,510,27,4.0,0.052941176470588235
1400000US36081061301,,93669,1810,866,11.6,0.47845303867403316
1400000US36081061302,,,0,0,,
1400000US36081061400,,132159,419,96,6.6,0.22911694510739858
1400000US36081061601,,107838,760,141,4.2,0.18552631578947368
1400000US36081061602,,127857,384,27,3.0,0.0703125
1400000US36081061800,,112868,711,167,6.9,0.2348804500703235
1400000US36081061900,,62083,1196,346,17.8,0.28929765886287623
1400000US36081062000,,129457,524,61,1.5,0.11641221374045801
1400000US36081062100,,77011,986,213,13.9,0.21602434077079108
1400000US36081062200,,122938,677,82,8.3,0.12112259970457903
1400000US36081062300,,77563,883,369,17.7,0.4178935447338618
1400000US36081062400,,,0,0,,
1400000US36081062500,,83631,959,341,4.6,0.3555787278415016
1400000US36081062600,,139602,937,98,3.1,0.10458911419423693
1400000US36081062700,,76439,1096,341,7.7,0.31113138686131386
1400000US36081062900,,101097,1226,392,10.0,0.3197389885807504
1400000US36081063000,,120821,587,54,3.3,0.0919931856899489
1400000US36081063200,,107672,720,145,4.8,0.2013888888888889
1400000US36081063301,,142768,529,72,2.9,0.13610586011342155
1400000US36081063302,,102292,601,110,9.0,0.18302828618968386
1400000US36081063500,,86219,933,161,8.7,0.17256162915326903
1400000US36081063700,,91488,1289,144,18.5,0.11171450737005431
1400000US36081063800,,164604,1079,80,10.5,0.07414272474513438
1400000US36081063900,,102083,1014,204,5.6,0.20118343195266272
1400000US36081064101,,99393,1033,234,4.9,0.2265246853823814
1400000US36081064102,,,0,0,,
1400000US36081064500,,81250,821,384,15.7,0.46772228989037756
1400000US36081064600,,125875,1059,178,4.8,0.1680830972615675
1400000US36081065000,,133482,895,95,5.8,0.10614525139664804
1400000US36081065401,,104622,967,149,12.8,0.15408479834539815
1400000US36081065402,,,0,0,,
1400000US36081065501,,,0,0,,
1400000US36081065600,,117800,1668,241,6.7,0.14448441247002397
1400000US36081065702,,74821,629,234,3.6,0.37201907790143085
1400000US36081065703,,122434,1060,121,2.8,0.11415094339622642
1400000US36081065900,,112917,669,130,6.7,0.19431988041853512
1400000US36081066000,,137843,1157,69,1.1,0.059636992221261884
1400000US36081066100,,116806,637,108,5.2,0.1695447409733124
1400000US36081066301,,92318,1005,196,3.0,0.19502487562189055
1400000US36081066302,,,0,0,,
1400000US36081066401,,110000,460,49,11.4,0.10652173913043478
1400000US36081066402,,111494,1037,257,6.0,0.24783027965284474
1400000US36081066403,,100441,1658,159,21.7,0.09589867310012062
1400000US36081066404,,,0,0,,
1400000US36081066501,,100391,1601,286,4.1,0.17863835103060588
1400000US36081066701,,103594,867,233,9.7,0.2687427912341407
1400000US36081066900,,96484,639,109,15.2,0.1705790297339593
1400000US36081067100,,121266,914,129,7.3,0.14113785557986872
1400000US36081067700,,100313,696,200,3.5,0.28735632183908044
1400000US36081067900,,78538,1678,802,15.2,0.47794994040524436
1400000US36081068000,,133510,1706,236,5.2,0.13833528722157093
1400000US36081068200,,89732,371,88,12.6,0.2371967654986523
1400000US36081068300,,85771,1571,965,11.6,0.614258434118396
1400000US36081068700,,86193,1953,1225,7.6,0.6272401433691757
1400000US36081069000,,111464,1141,173,4.7,0.1516213847502191
1400000US36081069300,,57099,1248,824,10.1,0.6602564102564102
1400000US36081069400,,117692,1198,194,4.0,0.16193656093489148
1400000US36081069500,,91591,880,392,19.3,0.44545454545454544
1400000US36081069701,,102500,1768,725,4.1,0.4100678733031674
1400000US36081069702,,92489,1529,397,11.4,0.2596468279921517
1400000US36081070300,,106250,917,224,8.0,0.24427480916030533
1400000US36081070700,,138237,985,129,2.5,0.13096446700507614
1400000US36081070900,,117375,1146,501,12.8,0.43717277486910994
1400000US36081071100,,100149,2966,1152,6.0,0.38840188806473364
1400000US36081071303,,97563,2730,1227,9.5,0.44945054945054946
1400000US36081071304,,100238,3100,1460,12.6,0.47096774193548385
1400000US36081071305,,118409,2416,1145,12.9,0.47392384105960267
1400000US36081071306,,88329,3117,2049,17.1,0.6573628488931665
1400000US36081071600,,,0,0,,
1400000US36081071701,,67566,2405,1343,17.0,0.5584199584199584
1400000US36081071702,,87958,1937,1009,14.1,0.5209086215797625
1400000US36081071900,,62408,1081,525,22.9,0.4856614246068455
1400000US36081072100,,100976,2132,887,3.5,0.4160412757973734
1400000US36081072300,,181250,878,187,2.8,0.21298405466970388
1400000US36081072900,,104767,480,63,11.8,0.13125
1400000US36081073100,,170913,577,32,5.0,0.05545927209705372
1400000US36081073700,,151731,1088,456,0.4,0.41911764705882354
1400000US36081073900,,116815,2626,1411,2.6,0.5373191165270373
1400000US36081074100,,96894,1620,799,10.9,0.49320987654320986
1400000US36081074300,,66972,1673,782,15.8,0.4674237895995218
1400000US36081074500,,63268,1693,1083,18.0,0.6396928529238038
1400000US36081074700,,99769,1360,416,11.9,0.3058823529411765
1400000US36081074900,,224313,571,5,2.7,0.008756567425569177
1400000US36081075701,,117361,2522,1333,8.6,0.5285487708168121
1400000US36081075702,,125316,2328,752,5.7,0.3230240549828179
1400000US36081076901,,111389,2454,1240,4.5,0.5052974735126324
1400000US36081076902,,134545,628,281,4.5,0.44745222929936307
1400000US36081077300,,106964,1167,610,6.0,0.5227077977720651
1400000US36081077500,,84427,1121,548,8.7,0.4888492417484389
1400000US36081077902,,102363,1829,587,15.9,0.3209404045926736
1400000US36081077903,,96944,1160,209,7.6,0.18017241379310345
1400000US36081077904,,107279,2081,485,8.8,0.23306102835175396
1400000US36081077905,,94000,1384,372,11.3,0.26878612716763006
1400000US36081077906,,86324,1446,488,10.2,0.33748271092669435
1400000US36081077907,,68226,1100,417,8.7,0.3790909090909091
1400000US36081077908,,79265,1194,409,16.9,0.3425460636515913
1400000US36081078800,,105529,609,119,3.7,0.19540229885057472
1400000US36081079000,,97500,872,253,17.9,0.2901376146788991
1400000US36081079200,,71510,909,131,17.3,0.14411441144114412
1400000US36081079300,,,0,0,,
1400000US36081079701,,62173,2999,1713,16.8,0.571190396798933
1400000US36081079702,,48147,1683,865,34.2,0.5139631610219846
1400000US36081079900,,48980,1170,347,41.7,0.2965811965811966
1400000US36081080301,,59817,1100,194,14.7,0.17636363636363636
1400000US36081080302,,82358,938,133,15.4,0.1417910447761194
1400000US36081080900,,55716,2640,468,8.8,0.17727272727272728
1400000US36081081400,,105179,1021,139,18.2,0.13614103819784526
1400000US36081081800,,130457,1019,214,11.0,0.2100098135426889
1400000US36081083700,,70028,1635,314,11.0,0.19204892966360856
1400000US36081083800,,100354,1645,225,7.1,0.13677811550151975
1400000US36081084000,,87614,2107,371,14.0,0.1760797342192691
1400000US36081084500,,29552,2169,1324,24.2,0.6104195481788843
1400000US36081084601,,102692,810,65,3.8,0.08024691358024691
1400000US36081084602,,91953,235,0,28.1,0.0
1400000US36081084901,,95551,1095,561,34.2,0.5123287671232877
1400000US36081084902,,40901,1345,840,40.6,0.6245353159851301
1400000US36081085300,,35985,2514,1317,17.8,0.5238663484486874
1400000US36081085500,,42611,2498,1787,16.1,0.7153722978382706
1400000US36081085700,,54914,2060,1175,14.7,0.5703883495145631
1400000US36081085900,,60460,2389,1728,21.8,0.7233151946421097
1400000US36081086100,,42026,764,408,26.4,0.5340314136125655
1400000US36081086300,,53839,2392,1094,23.1,0.45735785953177255
1400000US36081086400,,128398,823,136,13.3,0.1652490886998785
1400000US36081086500,,65433,2349,1532,14.4,0.6521924223073648
1400000US36081086900,,95469,908,376,14.3,0.41409691629955947
1400000US36081087100,,52250,2526,1763,24.4,0.6979414093428346
1400000US36081088400,,96806,3288,434,10.2,0.13199513381995134
1400000US36081088902,,59200,2766,1176,23.4,0.42516268980477223
1400000US36081088903,,53393,1568,252,22.8,0.16071428571428573
1400000US36081089201,,155291,2727,107,2.7,0.039237257059039236
1400000US36081089202,,,0,0,,
1400000US36081090700,,101023,562,55,7.4,0.09786476868327403
1400000US36081091602,,,5,5,0.0,1.0
1400000US36081091603,,122443,1865,247,6.7,0.1324396782841823
1400000US36081091604,,,0,0,,
1400000US36081091800,,,4,0,0.0,0.0
1400000US36081091900,,106612,1823,616,14.5,0.337904552934723
1400000US36081092200,,175682,828,93,3.6,0.11231884057971014
1400000US36081092500,,64107,1186,316,17.2,0.26644182124789206
1400000US36081092800,,162798,1156,62,4.4,0.05363321799307959
1400000US36081092900,,112324,2163,477,8.0,0.22052704576976423
1400000US36081093401,,131471,1476,217,12.7,0.1470189701897019
1400000US36081093402,,107371,1687,386,9.8,0.22880853586247776
1400000US36081093800,,81573,2032,693,11.0,0.3410433070866142
1400000US36081093900,,79471,1768,213,5.4,0.12047511312217195
1400000US36081094201,,75966,1339,375,21.3,0.28005974607916356
1400000US36081094202,,56800,2140,1074,31.1,0.5018691588785047
1400000US36081094203,,48482,2951,1143,12.3,0.3873263300576076
1400000US36081094500,,79406,1375,214,14.3,0.15563636363636363
1400000US36081094700,,85819,765,157,12.7,0.20522875816993463
1400000US36081095400,,82053,2063,641,20.7,0.3107125545322346
1400000US36081096400,,89432,2245,364,22.4,0.1621380846325167
1400000US36081097202,,22500,1300,1011,45.4,0.7776923076923077
1400000US36081097204,,73180,1315,668,14.1,0.5079847908745247
1400000US36081097205,,21295,1294,992,58.0,0.7666151468315301
1400000US36081097206,,34679,1342,1064,28.7,0.7928464977645305
1400000US36081097207,,,0,0,,
1400000US36081097300,,86008,803,89,5.7,0.11083437110834371
1400000US36081098100,,129250,891,57,6.8,0.06397306397306397
1400000US36081098700,,105313,1010,148,8.3,0.14653465346534653
1400000US36081099100,,110250,2868,240,4.3,0.08368200836820083
1400000US36081099200,,36736,1579,846,42.6,0.5357821405953135
1400000US36081099701,,93368,1138,123,9.5,0.10808435852372583
1400000US36081099703,,122188,1837,196,9.5,0.10669569951007077
1400000US36081099704,,87323,3701,778,11.1,0.2102134558227506
1400000US36081099705,,117283,1208,110,13.2,0.09105960264900662
1400000US36081099801,,70278,2612,1203,16.5,0.4605666156202144
1400000US36081099802,,41654,2822,1644,27.4,0.5825655563430191
1400000US36081099900,,,0,0,,
1400000US36081100801,,136800,706,137,4.9,0.19405099150141644
1400000US36081100803,,46534,1357,638,20.9,0.47015475313190863
1400000US36081100804,,106235,1457,285,8.9,0.19560741249142072
1400000US36081101002,,77188,1874,613,14.2,0.3271077908217716
1400000US36081101003,,72254,1430,638,19.3,0.4461538461538462
1400000US36081101004,,48236,2583,1537,28.6,0.5950445218737902
1400000US36081101700,,110572,2519,298,8.5,0.1183009130607384
1400000US36081102900,,102972,1575,115,6.8,0.07301587301587302
1400000US36081103201,,50123,1930,846,35.3,0.4383419689119171
1400000US36081103202,,77069,2392,780,15.3,0.32608695652173914
1400000US36081103300,,123810,1544,203,9.9,0.13147668393782383
1400000US36081103900,,76587,2316,114,8.4,0.04922279792746114
1400000US36081104700,,66683,2825,551,15.8,0.19504424778761062
1400000US36081105900,,109000,1326,105,8.5,0.07918552036199095
1400000US36081107201,,111354,919,109,2.6,0.11860718171926006
1400000US36081107202,,,0,0,,
1400000US36081108500,,71111,1062,126,9.0,0.11864406779661017
1400000US36081109300,,125536,997,48,6.2,0.048144433299899696
1400000US36081109700,,134145,665,91,3.8,0.1368421052631579
1400000US36081109900,,96250,1238,126,11.5,0.10177705977382875
1400000US36081111300,,143917,833,61,10.7,0.07322929171668667
1400000US36081112300,,93194,813,148,19.6,0.1820418204182042
1400000US36081112900,,104688,819,109,6.0,0.1330891330891331
1400000US36081113300,,111094,655,78,11.4,0.11908396946564885
1400000US36081113900,,85485,1541,241,14.1,0.1563919532770928
1400000US36081114100,,121579,858,84,4.6,0.0979020979020979
1400000US36081114700,,102135,617,30,10.8,0.04862236628849271
1400000US36081115100,,108542,379,73,5.3,0.19261213720316622
1400000US36081115500,,109063,733,192,14.2,0.26193724420190995
1400000US36081115700,,64153,1185,327,24.2,0.2759493670886076
1400000US36081115900,,61776,1635,776,11.6,0.4746177370030581
1400000US36081116100,,43417,1373,567,20.4,0.4129643117261471
1400000US36081116301,,65526,1699,760,28.5,0.44732195409064157
1400000US36081116302,,53631,1205,536,51.0,0.44481327800829873
1400000US36081116700,,62857,644,232,18.2,0.36024844720496896
1400000US36081117100,,78856,947,223,11.7,0.235480464625132
1400000US36081117500,,78098,1727,449,16.7,0.259988419224088
1400000US36081118100,,100536,689,96,8.7,0.13933236574746008
1400000US36081118500,,67277,725,256,15.7,0.35310344827586204
1400000US36081118700,,71657,904,304,17.3,0.336283185840708
1400000US36081118900,,56446,924,332,5.8,0.3593073593073593
1400000US36081119100,,68355,1071,206,22.7,0.19234360410831
1400000US36081119300,,54273,742,133,15.4,0.1792452830188679
1400000US36081119500,,94010,425,28,9.3,0.06588235294117648
1400000US36081119900,,123519,514,45,6.7,0.08754863813229571
1400000US36081120100,,86125,499,183,16.3,0.3667334669338677
1400000US36081120300,,61000,568,175,11.5,0.30809859154929575
1400000US36081120500,,26563,955,516,22.7,0.5403141361256545
1400000US36081120701,,115750,872,102,7.4,0.11697247706422019
1400000US36081120702,,,0,0,,
1400000US36081121100,,,0,0,,
1400000US36081121500,,92412,1373,315,9.8,0.2294246176256373
1400000US36081122300,,96313,1294,127,8.1,0.09814528593508501
1400000US36081122702,,26161,2764,1408,31.1,0.5094066570188133
1400000US36081122703,,68089,2663,351,12.5,0.13180623357116034
1400000US36081122704,,82292,1929,709,11.2,0.36754795230689474
1400000US36081124100,,96560,1390,237,4.0,0.17050359712230215
1400000US36081124700,,118813,1320,164,4.2,0.12424242424242424
1400000US36081125700,,107125,1033,242,11.2,0.23426911907066797
1400000US36081126500,,146250,675,210,14.3,0.3111111111111111
1400000US36081126700,,98000,660,102,8.5,0.15454545454545454
1400000US36081127700,,119591,1060,31,8.3,0.029245283018867925
1400000US36081128300,,,0,0,,
1400000US36081129102,,150263,1208,66,7.5,0.054635761589403975
1400000US36081129103,,79367,1966,482,13.0,0.2451678535096643
1400000US36081129104,,127303,1763,200,8.3,0.11344299489506524
1400000US36081130100,,94854,1647,306,6.1,0.18579234972677597
1400000US36081133300,,138602,1462,160,10.3,0.1094391244870041
1400000US36081133900,,129934,483,39,6.6,0.08074534161490683
1400000US36081134100,,59033,1143,78,8.9,0.06824146981627296
1400000US36081134701,,92125,1964,356,7.6,0.18126272912423624
1400000US36081134702,,84031,1606,265,9.5,0.16500622665006226
1400000US36081136700,,82139,2354,400,6.1,0.16992353440951571
1400000US36081137700,,99140,2543,278,4.7,0.10931970114038538
1400000US36081138501,,92132,1461,78,11.8,0.053388090349075976
1400000US36081138502,,,0,0,42.3,
1400000US36081139900,,128000,532,16,9.0,0.03007518796992481
1400000US36081140300,,71842,790,74,10.7,0.09367088607594937
1400000US36081140901,,130281,322,37,5.4,0.11490683229813664
1400000US36081140902,,120208,866,35,8.5,0.04041570438799076
1400000US36081141700,,76275,1545,229,15.6,0.14822006472491908
1400000US36081142900,,100864,1380,223,6.1,0.16159420289855073
1400000US36081143500,,121875,759,78,4.2,0.10276679841897234
1400000US36081144100,,111410,1177,191,5.9,0.1622769753610875
1400000US36081144700,,94766,1037,194,21.0,0.1870781099324976
1400000US36081145101,,71154,424,30,9.4,0.07075471698113207
1400000US36081145102,,93523,915,215,5.7,0.23497267759562843
1400000US36081145900,,125962,960,71,9.3,0.07395833333333333
1400000US36081146300,,87244,1085,248,7.3,0.22857142857142856
1400000US36081146700,,106538,1404,192,9.6,0.13675213675213677
1400000US36081147100,,106615,1401,119,17.6,0.08493932905067808
1400000US36081147900,,92045,1788,357,10.2,0.19966442953020133
1400000US36081148300,,178509,1077,46,4.9,0.04271123491179202
1400000US36081150701,,158875,1139,77,4.3,0.06760316066725197
1400000US36081150702,,107375,1289,193,6.0,0.14972847168347556
1400000US36081152901,,100909,2300,211,8.7,0.09173913043478261
1400000US36081152902,,129832,2495,69,1.7,0.027655310621242483
1400000US36081155101,,89931,1533,398,7.6,0.25962165688193084
1400000US36081155103,,114526,2205,245,8.4,0.1111111111111111
1400000US36081155104,,88882,1203,116,11.1,0.09642560266001662
1400000US36081156700,,59722,302,75,30.6,0.24834437086092714
1400000US36081157101,,90575,2537,478,9.0,0.1884115096570753
1400000US36081157102,,118250,612,73,3.6,0.119281045751634
1400000US36081157901,,133542,1602,47,14.1,0.02933832709113608
1400000US36081157902,,107153,1274,118,4.1,0.09262166405023547
1400000US36081157903,,127533,1155,140,4.2,0.12121212121212122
1400000US36081161700,,119688,1571,158,5.9,0.10057288351368555
1400000US36081162100,,121101,2057,120,2.8,0.0583373845405931
1400000US36081990100,,,0,0,,
1400000US36085000300,,77981,948,250,21.0,0.26371308016877637
1400000US36085000600,,34492,1277,510,18.0,0.39937353171495693
1400000US36085000700,,52813,1942,909,40.0,0.46807415036045313
1400000US36085000800,,91438,1858,116,12.2,0.062432723358449946
1400000US36085000900,,66208,864,367,20.4,0.42476851851851855
1400000US36085001100,,57368,1270,386,34.1,0.30393700787401573
1400000US36085001700,,64006,595,148,9.3,0.24873949579831933
1400000US36085001800,,67273,146,13,6.3,0.08904109589041095
1400000US36085002001,,69620,1519,371,3.7,0.24423963133640553
1400000US36085002002,,66641,1291,239,3.1,0.18512780790085206
1400000US36085002100,,46667,2160,959,23.9,0.4439814814814815
1400000US36085002700,,45848,395,107,63.7,0.2708860759493671
1400000US36085002900,,50189,1831,1035,33.2,0.5652648825778264
1400000US36085003300,,95317,1429,383,13.2,0.26801959412176346
1400000US36085003600,,88929,870,185,13.2,0.21264367816091953
1400000US36085003900,,103702,1102,223,10.3,0.20235934664246824
1400000US36085004001,,59962,1102,207,5.4,0.18784029038112524
1400000US36085004002,,74759,776,110,8.5,0.14175257731958762
1400000US36085004003,,24896,1409,868,40.7,0.6160397444996452
1400000US36085004004,,120497,1111,167,14.5,0.15031503150315031
1400000US36085004700,,108750,928,129,7.5,0.13900862068965517
1400000US36085005000,,74890,1500,276,10.6,0.184
1400000US36085005901,,95863,1137,289,3.9,0.2541776605101143
1400000US36085005902,,,0,0,,
1400000US36085006400,,67946,1221,294,19.8,0.24078624078624078
1400000US36085006700,,97432,1192,181,6.2,0.1518456375838926
1400000US36085007001,,78558,1044,108,5.9,0.10344827586206896
1400000US36085007002,,98574,1777,274,14.6,0.15419245920090038
1400000US36085007400,,78701,1791,355,17.5,0.19821328866554996
1400000US36085007500,,81200,972,80,9.6,0.0823045267489712
1400000US36085007700,,89961,523,148,32.0,0.2829827915869981
1400000US36085008100,,91274,1795,574,13.3,0.31977715877437324
1400000US36085009601,,105670,1562,243,3.5,0.1555697823303457
1400000US36085009602,,89392,1444,108,4.5,0.07479224376731301
1400000US36085009701,,100996,1639,633,8.5,0.3862111043319097
1400000US36085009702,,,21,4,0.0,0.19047619047619047
1400000US36085010500,,96607,1768,474,17.4,0.2680995475113122
1400000US36085011201,,92387,1866,285,3.5,0.1527331189710611
1400000US36085011203,,72935,2244,481,16.7,0.214349376114082
1400000US36085011204,,,27,16,14.7,0.5925925925925926
1400000US36085011401,,50878,1408,507,15.3,0.3600852272727273
1400000US36085011402,,111058,1201,128,1.4,0.10657785179017486
1400000US36085012100,,202699,1091,63,1.1,0.05774518790100825
1400000US36085012200,,127824,1383,84,7.9,0.06073752711496746
1400000US36085012500,,138000,1148,144,5.4,0.1254355400696864
1400000US36085012804,,97624,1525,417,4.3,0.27344262295081967
1400000US36085012805,,134512,771,37,4.0,0.04798962386511025
1400000US36085012806,,67857,2350,560,12.6,0.23829787234042554
1400000US36085013201,,117083,547,50,21.2,0.09140767824497258
1400000US36085013203,,102750,2309,232,3.7,0.10047639670853183
1400000US36085013204,,108447,1789,140,11.4,0.07825600894354388
1400000US36085013301,,33705,499,401,37.8,0.8036072144288577
1400000US36085013302,,92070,965,147,31.6,0.15233160621761657
1400000US36085013400,,93145,1372,169,16.7,0.12317784256559766
1400000US36085013800,,146975,2477,162,2.3,0.06540169559951554
1400000US36085014100,,92500,1054,112,13.9,0.1062618595825427
1400000US36085014604,,126950,2382,225,4.4,0.09445843828715365
1400000US36085014605,,148065,1336,66,2.7,0.04940119760479042
1400000US36085014606,,97247,2254,135,6.7,0.05989352262644188
1400000US36085014607,,130294,1676,44,8.2,0.026252983293556086
1400000US36085014608,,105625,1266,177,4.7,0.13981042654028436
1400000US36085014700,,123015,1544,364,5.4,0.23575129533678757
1400000US36085015100,,115769,1772,152,5.7,0.08577878103837472
1400000US36085015400,,,0,0,,
1400000US36085015601,,112076,2296,286,7.5,0.12456445993031359
1400000US36085015602,,145682,1266,102,10.4,0.08056872037914692
1400000US36085015603,,102792,1801,78,12.4,0.043309272626318715
1400000US36085016901,,129583,1047,108,0.9,0.10315186246418338
1400000US36085017005,,100965,1828,217,2.9,0.1187089715536105
1400000US36085017007,,107003,1883,134,10.9,0.07116303770578863
1400000US36085017009,,124196,1593,83,3.0,0.052102950408035156
1400000US36085017011,,128933,1617,91,13.2,0.05627705627705628
1400000US36085017012,,126250,1679,105,7.3,0.06253722453841572
1400000US36085017013,,99914,1398,64,2.8,0.045779685264663805
1400000US36085017014,,112567,1610,110,4.9,0.06832298136645963
1400000US36085017015,,116923,1100,87,0.3,0.07909090909090909
1400000US36085017016,,104313,1546,172,2.5,0.111254851228978
1400000US36085017300,,55114,992,240,11.6,0.24193548387096775
1400000US36085017600,,111786,1554,83,1.4,0.05341055341055341
1400000US36085017701,,131719,1454,170,8.9,0.11691884456671252
1400000US36085017702,,118743,911,73,13.7,0.0801317233809001
1400000US36085018100,,98807,1412,354,18.5,0.2507082152974504
1400000US36085018701,,100903,693,56,9.5,0.08080808080808081
1400000US36085018703,,96642,1118,211,10.1,0.1887298747763864
1400000US36085018704,,145432,1171,71,2.1,0.06063193851409052
1400000US36085018901,,136370,1697,121,12.5,0.0713022981732469
1400000US36085018902,,101700,1602,134,17.8,0.08364544319600499
1400000US36085019700,,111250,703,67,1.4,0.0953058321479374
1400000US36085019800,,131496,2506,86,9.3,0.034317637669592976
1400000US36085020100,,116591,1278,196,10.5,0.15336463223787167
1400000US36085020701,,58495,1031,423,20.0,0.41028128031037825
1400000US36085020702,,46638,945,429,30.5,0.45396825396825397
1400000US36085020803,,108076,2505,116,7.6,0.04630738522954092
1400000US36085020804,,104049,1903,79,4.8,0.04151339989490278
1400000US36085020805,,129939,2365,171,4.6,0.07230443974630021
1400000US36085020806,,98683,874,11,10.9,0.012585812356979404
